object_id,title_zh,title_en,material,type,image_url,museum_id,dynasty_id,dynasty_name
4076,带有几何图案的盒子,box with geometric patterns,雕刻装饰瓷器（福建瓷器）,,https://images.metmuseum.org/CRDImages/as/original/DP246424.jpg,1,27,清朝
4077,牡丹盆,bowl with peonies,象牙釉下模压装饰瓷器（定窑）,,https://images.metmuseum.org/CRDImages/as/original/DP342645.jpg,1,21,宋朝
4078,鹿和松树花瓶,vase with deer and pine tree,釉下钴蓝色瓷器（景德镇瓷器）,,https://images.metmuseum.org/CRDImages/as/original/LC-14_40_297_whs-002.jpg,1,27,清朝
4079,荷塘景缸,covered jar with a scene of lotus pond,彩釉浮雕石器（法华瓷）,,https://images.metmuseum.org/CRDImages/as/original/22982.jpg,1,26,明朝
4080,莲花刷式洗衣机,brush washer with lotus,青瓷釉下雕花石器（龙泉窑）,,https://images.metmuseum.org/CRDImages/as/original/DP326731.jpg,1,25,元朝
4081,白莲教,white lotus society,手翻；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP215389_CRD.jpg,1,26,明朝
4082,母鹿形状的垫子重量,mat weight in the shape of a doe,青铜,,https://images.metmuseum.org/CRDImages/as/original/DT11856.jpg,1,7,汉朝
4083,带翅膀的马带牌匾,belt plaque with winged horse,镀金青铜,,https://images.metmuseum.org/CRDImages/as/original/DP156551.jpg,1,7,汉朝
4084,一对鸟头饰之一,one of a pair of bird-head ornaments,青铜,,https://images.metmuseum.org/CRDImages/as/original/1985_214_86and87_O1_sf.jpg,1,7,汉朝
4085,十二瓣有盖盒子,twelve-lobed covered box,白镴饰黑漆,,https://images.metmuseum.org/CRDImages/as/original/DP-18403-050.jpg,1,25,元朝
4086,装有神话生物、花朵和鸟类的船只,"vessel with mythical creatures, flowers, and birds",涂有红、绿、黄漆的黑漆,,https://images.metmuseum.org/CRDImages/as/original/DP704237.jpg,1,27,清朝
4087,有四种鸟和花的叶子盘,foliated dish with four birds and flowers,雕刻黑漆,,https://images.metmuseum.org/CRDImages/as/original/DP-23496-001.jpg,1,26,明朝
4088,刀,knife,青铜,,https://images.metmuseum.org/CRDImages/as/original/DP102597.jpg,1,2,周朝
4089,与岩石、花朵和鸟类一起嬉戏,"tureen with rocks, flowers, and birds",透明釉上涂有钴蓝色和彩色搪瓷的瓷器（arita瓷器；kakiemon型）,,https://images.metmuseum.org/CRDImages/as/original/DP220701.jpg,1,27,清朝
4090,帷幔,valance,丝绸和丝绸上的金属线刺绣,,https://images.metmuseum.org/CRDImages/as/original/RT680.jpg,1,27,清朝
4091,龙纹椅条,chair strip with dragons,丝网上的丝绸和金属线刺绣,,https://images.metmuseum.org/CRDImages/as/original/78807.jpg,1,27,清朝
4092,镜壳,mirror case,丝绸,,https://images.metmuseum.org/CRDImages/as/original/150429.jpg,1,27,清朝
4093,龙、云和波浪的腰带,"girdle set with dragon, clouds and waves",织锦丝绸,,https://images.metmuseum.org/CRDImages/as/original/DP14304.jpg,1,27,清朝
4094,带花卷轴的纺织品,textile with floral scroll,带有辅助纬纱图案的丝绸缎，用金属线编织,,https://images.metmuseum.org/CRDImages/as/original/51_83_3_O.JPG,1,27,清朝
4095,三只羊,three sheep,绿釉陶器,,https://images.metmuseum.org/CRDImages/as/original/21014.jpg,1,18,唐朝
4096,一个女人的形象,figure of a woman,焙烧黏土,,https://images.metmuseum.org/CRDImages/as/original/LC-43_56_1_001.jpg,1,2,周朝
4097,身居高位的官员,official standing on high base,赤陶,,https://images.metmuseum.org/CRDImages/as/original/157703.jpg,1,18,唐朝
4098,带盾牌的装甲战士,armored warrior with shield,陶器,,https://images.metmuseum.org/CRDImages/as/original/151432.jpg,1,10,六朝
4099,装甲马和骑手,armored horse and rider,颜料陶器,,https://images.metmuseum.org/CRDImages/as/original/45381.jpg,1,10,六朝
4100,战士的形象,figure of a warrior,陶器,,https://images.metmuseum.org/CRDImages/as/original/64_69_179566.JPG,1,10,六朝
4101,马和男孩,horse and boy,三色釉陶器,,https://images.metmuseum.org/CRDImages/as/original/50_221_2.JPG,1,18,唐朝
4102,六箔边碗,bowl with hexafoil rim,红褐色釉瓷器（丁瓷）,,https://images.metmuseum.org/CRDImages/as/original/27_119_15_67827.jpg,1,20,辽朝
4103,带有“兔毛”装饰的碗,bowl with “hare’s fur” decoration,氧化铁釉石器（建陶）；日本漆器修理,,https://images.metmuseum.org/CRDImages/as/original/DP275578.jpg,1,20,辽朝
4104,梅花装饰茶碗,tea bowl with plum decoration,黑釉彩绘石器（冀州瓷）,,https://images.metmuseum.org/CRDImages/as/original/DP-18148-001.jpg,1,25,元朝
4105,带有花卉装饰的瓶子,bottle with floral decoration,雕花装饰釉面石器（瓷州型瓷）,,https://images.metmuseum.org/CRDImages/as/original/26_292_60_103518.jpg,1,21,宋朝
4106,灯泡容器,container for bulbs,青瓷釉下装饰的石器（龙泉窑）,,https://images.metmuseum.org/CRDImages/as/original/DP-14609-145.jpg,1,25,元朝
4107,有盖碗（一对中的一个）,covered bowl (one of a pair),雕刻装饰瓷器,,https://images.metmuseum.org/CRDImages/as/original/45_97_1ab_S1_sf.jpg,1,27,清朝
4108,风景酒瓶,wine bottle with landscape scenes,透明釉下涂钴蓝色的瓷器,,https://images.metmuseum.org/CRDImages/as/original/DP264328.jpg,1,27,清朝
4109,有盖密封墨盒,covered seal-ink box,桃花釉瓷器,,https://images.metmuseum.org/CRDImages/as/original/50_145_279.JPG,1,27,清朝
4110,刻有长寿字的盘子,dish with carved decoration of character for longevity (shou),青瓷釉瓷器,,https://images.metmuseum.org/CRDImages/as/original/DP225463.jpg,1,27,清朝
4111,高耸的山峰,soaring peak,带有黄色斑点的海绿色角闪石；雕刻木架,,https://images.metmuseum.org/CRDImages/as/original/DP350745.jpg,1,27,清朝
4112,一位女性神社服务员的泥塑,haniwa (clay sculpture) of a female shrine attendant,有颜色痕迹的陶器,,https://images.metmuseum.org/CRDImages/as/original/2015_300_255_Burke_website.jpg,1,10,六朝
4113,智慧王艾禅曼荼罗的肖像画,iconographical drawing of the mandala of the wisdom king aizen,悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-002.jpg,1,7,汉朝
4114,男女神道教神,male and female shinto deities,有颜色痕迹的日本柏树,,https://images.metmuseum.org/CRDImages/as/original/DP-16151-001.jpg,1,19,五代
4115,《古今中外诗集》中的三首诗（高金wakashū），《灵气碎片》中的一首（灵气gire）,"three poems from the collection of poems ancient and modern (kokin wakashū), one of the araki fragments (araki-gire)",挂在卷轴上的小册子上的一页；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-287.jpg,1,20,辽朝
4116,释迦牟尼，历史上的佛陀，有两位菩萨和十六位罗汉,"shaka (shakyamuni), the historical buddha, with two attendant bodhisattvas and sixteen arhats",悬挂卷轴；丝绸上的墨水、颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/DP361141.jpg,1,25,元朝
4117,道教神仙，可能是老子,"daoist immortal, probably laozi (老子)",高铅青铜,,https://images.metmuseum.org/CRDImages/as/original/DP164014.jpg,1,19,五代
4118,秋草香盒（kogo）,incense box (kogo) with design of autumn grasses,金色纳西吉地上的金色maki-e黑漆,,https://images.metmuseum.org/CRDImages/as/original/2015_300_281ab_Burke_website.jpg,1,26,明朝
4119,梵天曼荼罗,mandala of the bodhisattva hannya (prajnaparamita),悬挂卷轴；墨水、颜色、黄金和丝绸上的金箔,,https://images.metmuseum.org/CRDImages/as/original/DT209331.jpg,1,25,元朝
4120,岩石峭壁景观,landscape with rocky precipice,悬挂卷轴；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-041.jpg,1,26,明朝
4121,竹林七贤,seven sages of the bamboo grove,悬挂卷轴；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP361155.jpg,1,26,明朝
4122,bo雅琴，钟子期听,bo ya plays the qin as zhong ziqi listens,悬挂卷轴；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP700757.jpg,1,26,明朝
4123,蝴蝶酒船（黑石）,sake vessel (heishi) with butterflies,涂有黑色和红色漆的木头；金箔应用,,https://images.metmuseum.org/CRDImages/as/original/2015_300_295_d1_Burke_website.jpg,1,26,明朝
4124,古玩式礼钟,"ritual bell with archaistic design, note guxi",镀金铜合金,,https://images.metmuseum.org/CRDImages/as/original/LC-03_15_2-20250411-01.jpg,1,27,清朝
4125,夏秋季节的鱼类,fish in summer and autumn,一对悬挂的卷轴；丝绸上的墨、金和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-250.jpg,1,27,清朝
4126,延吉与兰花，杨贵妃与牡丹,yanji with orchids and yang guifei with peonies,一对悬挂的卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-15662-001.jpg,1,27,清朝
4127,白梅花和月亮,white plum blossoms and moon,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-273.jpg,1,27,清朝
4128,两台起重机,two cranes,悬挂卷轴；丝绸上的墨水,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-275.jpg,1,27,清朝
4129,天台山石桥上的狮子,lions at the stone bridge of mount tiantai,悬挂卷轴；丝绸上的墨水,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-279.jpg,1,27,清朝
4130,带把手的镜子,mirror with handle,黑红漆青铜和银maki-e,,https://images.metmuseum.org/CRDImages/as/original/DP-23000-001.jpg,1,27,清朝
4131,“南泥洼之梦”设计的文具盒（铃木子）,writing box (suzuribako) with “dream in naniwa” design,金、银高崎、平崎和银镶嵌的漆木,,https://images.metmuseum.org/CRDImages/as/original/2015_300_286ah_O_Burke_website.jpg,1,27,清朝
4132,带有“谁的袖子？”（tagasode）设计的堆叠式食物盒（jūbako）,stacked food box (jūbako) with “whose sleeves?” (tagasode) design,金和银的漆木hiramaki-e，金和银箔应用，珍珠母镶嵌在金nashiji（“梨皮”）地面上,,https://images.metmuseum.org/CRDImages/as/original/LC-2015_300_288ae_001.jpg,1,27,清朝
4133,桐木和几何设计的六角形罐子（rokkaku tsubo）,hexagonal jar (rokkaku-tsubo) with paulownia and geometric design,彩釉上釉和金石器（ko-kiyomizu瓷器）,,https://images.metmuseum.org/CRDImages/as/original/2015_300_267ab_Burke_website.jpg,1,27,清朝
4134,首都及其周边的景色,scenes in and around the capital,一对六片式折叠屏风；纸上的墨水、颜色、金色和金箔,,https://images.metmuseum.org/CRDImages/as/original/DP-12432-004.jpg,1,27,清朝
4135,柳树下的妓女和她的随从,courtesan and her attendants under a willow tree,悬挂卷轴；丝绸上的墨水、颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-132.jpg,1,27,清朝
4136,《古今诗集》中的两首诗,two poems from the collection of ancient and modern poems (kokin wakashū),悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-304.jpg,1,27,清朝
4137,在一座质朴的桥上，扛着古筝,"on a rustic bridge, carrying a zither",悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-212.jpg,1,27,清朝
4138,在山谷边泡茶,preparing tea by a mountain gorge,作为悬挂卷轴安装的折叠式风扇；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP-12232-218.jpg,1,27,清朝
4139,魏贻燮夫人肖像,portrait of madame wei yixie,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32745-002.jpg,1,27,清朝
4140,康熙皇帝肖像（1662-1722）,portrait of kangxi emperor (1662–1722),悬挂卷轴；丝绸上的墨水、颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/DP-44720-002.jpg,1,27,清朝
4141,雍正皇帝肖像（1723-1735）,portrait of yongzheng emperor (1723–1735),悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44721-002.jpg,1,27,清朝
4142,雍正皇后肖像（1723-1735）,portrait of yongzheng empress (1723–1735),悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44722-002.jpg,1,27,清朝
4143,雍正皇后肖像,portrait of yongzheng empress,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32876-002.jpg,1,27,清朝
4144,乾隆皇帝青年画像,portrait of qianlong emperor as a young man,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44725-002.jpg,1,27,清朝
4145,乾隆皇帝的成人肖像,portrait of qianlong emperor as a mature man,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44726-002.jpg,1,28,中华民国
4146,乾隆皇后肖像,portrait of a qianlong empress,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44727-002.jpg,1,27,清朝
4147,乾隆皇帝弟弟肖像,portrait of qianlong emperor's brother,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44728-002.jpg,1,27,清朝
4148,湖山肖像,portrait of hoshan,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32877-002.jpg,1,27,清朝
4149,湖山夫人肖像,portrait of wife of hoshan,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32878-002.jpg,1,27,清朝
4150,嘉庆皇帝肖像（1796-1820）,portrait of emperor jiaqing (1796–1820),悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32879-002.jpg,1,27,清朝
4151,嘉庆皇后像,portrait of empress (?) of jiaqing,悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32880-002.jpg,1,27,清朝
4152,嘉庆西宫皇后肖像（1796-1820）,portrait of empress of west palace (?) of jiaqing (1796–1820),悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44729-002.jpg,1,27,清朝
4153,苏万三肖像,portrait of su wansan (?),悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32881-002.jpg,1,27,清朝
4154,苏夫人肖像（？）,portrait of wife of su wansan (?),悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-44730-002.jpg,1,27,清朝
4155,道光皇帝兄弟肖像（1821-1950）,portrait of the brother of emperor daoguang (1821–50),悬挂卷轴；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP-32882-002.jpg,1,27,清朝
4156,酒暖器（焦）,wine warmer (jiao),青铜,,https://images.metmuseum.org/CRDImages/as/original/DP154555.jpg,1,2,周朝
4157,倒水容器（易）,pouring vessel for water (yi),青铜,,https://images.metmuseum.org/CRDImages/as/original/DP151443.jpg,1,2,周朝
4158,汉朝皇宫的春日早晨,spring morning at the palace of the han emperors,手翻；丝绸上的墨水和颜色,,https://images.metmuseum.org/CRDImages/as/original/DP202117_CRD.jpg,1,27,清朝
4159,八景与书法,eight landscape scenes and calligraphy,二十二叶集；纸上水墨画,,https://images.metmuseum.org/CRDImages/as/original/DP159732.jpg,1,27,清朝
4160,包含十二幅花卉画的画册,album containing twelve paintings of flowers,十二叶集；木髓纸上的颜色,,https://images.metmuseum.org/CRDImages/as/original/DP156887.jpg,1,27,清朝
4161,关于牧牛的十首诗,ten verses on oxherding,手翻；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/2015_300_10_Burke_website.jpg,1,21,宋朝
4162,纺织品,textile,unknown,,https://images.metmuseum.org/CRDImages/as/original/DP15593.jpg,1,26,明朝
4163,牛车,ox cart,陶器,,https://images.metmuseum.org/CRDImages/as/original/57308.jpg,1,18,唐朝
4164,蝙蝠腰带与寿字,girdle set with bats and the character for longevity (shou),丝绸、金属线、玻璃（？）,,https://images.metmuseum.org/CRDImages/as/original/DP14291.jpg,1,27,清朝
4165,风景扇,fan with landscape,简易纱上的丝绸刺绣；边缘和手柄：漆木；外壳：涂漆铁,,https://images.metmuseum.org/CRDImages/as/original/DP14288.jpg,1,27,清朝
4166,窗帘的一部分,section of a valance,丝绸缎面上的丝绸、金属线和孔雀羽毛刺绣,,https://images.metmuseum.org/CRDImages/as/original/78639.jpg,1,27,清朝
4167,花园里有人物的方形盘子,square dish with figures in a garden,剔红,,https://images.metmuseum.org/CRDImages/as/original/DP-18403-054.jpg,1,26,明朝
4168,古里图案香盒,incense box with guri pattern,红黑漆木雕（镰仓堀）,,https://images.metmuseum.org/CRDImages/as/original/DP-23502-001.jpg,1,26,明朝
4169,带有中国神仙和花卉图案的八角形食品盒,octagonal food box with chinese immortals and floral design,漆木；珍珠母镶嵌、黑底金箔应用和镀金金属网镶嵌,,https://images.metmuseum.org/CRDImages/as/original/DP-17989-106.jpg,1,27,清朝
4170,装满各种珍宝的罐子,jar with miscellenous treasures,釉上彩釉瓷器（景德镇瓷器）,,https://images.metmuseum.org/CRDImages/as/original/17_118_16a_sf.jpg,1,27,清朝
4171,云间龙纹佛经,sutra cover with dragons amid clouds,带有辅助纬纱图案的丝绸复合纱织物,,https://images.metmuseum.org/CRDImages/as/original/176064.jpg,1,26,明朝
4172,装饰有格子的佛经封面,sutra cover with decorated lattice,真丝斜纹布，在丝绸和金属线中添加纬纱图案,,https://images.metmuseum.org/CRDImages/as/original/176069.jpg,1,26,明朝
4173,尿布地上印有吉祥符号的经文封面,sutra cover with auspicious symbols on diaper ground,丝绸和金属线灯,,https://images.metmuseum.org/CRDImages/as/original/176127.jpg,1,26,明朝
4174,带有佛教符号的佛经封面,sutra cover with buddhist symbols,带有辅助纬纱图案的丝绸缎,,https://images.metmuseum.org/CRDImages/as/original/176061.jpg,1,26,明朝
4175,藤蔓卷轴上的葫芦佛经封面,sutra cover with gourds on a vine scroll,带有辅助纬纱图案的丝绸缎,,https://images.metmuseum.org/CRDImages/as/original/176133.jpg,1,26,明朝
4176,云鹤覆盖的佛经,sutra cover with clouds and cranes,带有辅助纬纱图案的丝绸缎,,https://images.metmuseum.org/CRDImages/as/original/176119.jpg,1,26,明朝
4177,波浪中的马覆盖的佛经,sutra cover with horses in waves,真丝附加纬纹缎,,https://images.metmuseum.org/CRDImages/as/original/141076.jpg,1,26,明朝
4178,方形酒器,square wine container (fang),镀银镀金青铜,,https://images.metmuseum.org/CRDImages/as/original/R29E_A13R4.jpg,1,7,汉朝
4179,龙罐与程式化的长寿字（寿）,jar with dragon and stylized character for longevity (shou),釉下蓝瓷器,,https://images.metmuseum.org/CRDImages/as/original/DP225254.jpg,1,26,明朝
4180,龙和富士山夹克,jacket with dragon and mount fuji,棉花,,https://images.metmuseum.org/CRDImages/as/original/1999_247_2_B.jpg,1,27,清朝
4181,带有游戏板设计的镜子和四个方向的动物,mirror with game board design and animals of the four directions,带有黑色光泽的青铜,,https://images.metmuseum.org/CRDImages/as/original/17.118.42.jpg,1,7,汉朝
4182,梅花新月杯,cup with plum and crescent moon,带有复苏装饰和镀金的银色,,https://images.metmuseum.org/CRDImages/as/original/DP-27507-001.jpg,1,25,元朝
4183,公羊头刀,knife with ram's head,镶嵌绿松石的青铜,,https://images.metmuseum.org/CRDImages/as/original/DP-36991-001.jpg,1,2,周朝
4184,轭钟,yoke bell,青铜,,https://images.metmuseum.org/CRDImages/as/original/1986_232_1_240903.jpg,1,2,周朝
4185,弯曲刀片工具,implement with curved blade,青铜,,https://images.metmuseum.org/CRDImages/as/original/DP219140.jpg,1,2,周朝
4186,战车驾驶员的形象,figure of a charioteer,青铜,,https://images.metmuseum.org/CRDImages/as/original/DT7096.jpg,1,2,周朝
4187,龙头鼎（角斗）,spouted tripod vessel with dragon’s head (jiaodou),镀金青铜,,https://images.metmuseum.org/CRDImages/as/original/L_1996_79_9.JPG,1,10,六朝
4188,剑、鞋和卷轴，代表中国战士长荣,"sword, shoes and a scroll, representing the chinese warrior chōryō",木版画专辑的一部分（苏里莫诺）；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP138881.jpg,1,27,清朝
4189,老虎形状的杆子底座,pole base in the form of a tiger,布丁岩,,https://images.metmuseum.org/CRDImages/as/original/L_1996_79_15.JPG,1,10,六朝
4190,暴风雨中的公鸡,rooster in a storm,悬挂卷轴；丝绸上的墨水、颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/DT4667.jpg,1,27,清朝
4191,分钟,dakini,悬挂卷轴；大麻上的墨水、颜色和金色,,https://images.metmuseum.org/CRDImages/as/original/DT215133.jpg,1,25,元朝
4192,灵寿华工作室,the lingshouhua studio,水平面板；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/2000_514_50.JPG,1,27,清朝
4193,一位中国女士坐在桌旁，谱写颂歌,"chinese lady seated at a table, composing an ode",木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143382.jpg,1,27,清朝
4194,大摩野前和弓箭手木村黑之助,tamamo no mae and the archer miura kuranosuke,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143383.jpg,1,27,清朝
4195,白色的鹤飞过太阳的圆盘,white crane flying across the sun's disc,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143724.jpg,1,27,清朝
4196,坐着的罗汉手里拿着念珠,seated luohan holding a rosary,带颜料的石器,,https://images.metmuseum.org/CRDImages/as/original/DP164000.jpg,1,27,清朝
4197,水景,water scene,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143984.jpg,1,27,清朝
4198,马图案（koma-shōbu），来自系列马,"horse pattern (koma shōbu), from the series horses",木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143416.jpg,1,27,清朝
4199,中国圣人班科,"banko, a chinese sage",木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143408.jpg,1,27,清朝
4200,长寿奖章面板,panel with medallion of longevity,真丝缎锦缎,,https://images.metmuseum.org/CRDImages/as/original/DP254018.jpg,1,26,明朝
4201,具有长寿（寿）和神奇真菌特征的纺织碎片,textile fragment with characters of longevity (shou) and magic fungus,织锦缎,,https://images.metmuseum.org/CRDImages/as/original/164633.jpg,1,26,明朝
4202,长寿袋,bag with character for longevity (shou),丝网上的丝绸和金属线刺绣,,https://images.metmuseum.org/CRDImages/as/original/DP225673.jpg,1,27,清朝
4203,长寿字折箱（寿、高）,folding case with characters for longevity (shou and kao),丝网上的丝绸和金属线刺绣,,https://images.metmuseum.org/CRDImages/as/original/DP225674.jpg,1,27,清朝
4204,兰花莲花扇盒,fan case with orchids and lotus,丝绸和金属线挂毯,,https://images.metmuseum.org/CRDImages/as/original/80006.jpg,1,27,清朝
4205,带香橼、三脚架和莲花的风扇箱,"fan case with citron, tripod and lotus",金属丝,,https://images.metmuseum.org/CRDImages/as/original/80000.jpg,1,27,清朝
4206,葫芦形猪脸图案表壳,gourd-shaped case with pattern of pig-faced creature,真丝锦缎上的丝绸和金属线刺绣,,https://images.metmuseum.org/CRDImages/as/original/DP255290.jpg,1,27,清朝
4207,竹制背景眼镜盒,eyeglasses case with bamboo on fretwork background,丝网上的丝绸和金属线刺绣,,https://images.metmuseum.org/CRDImages/as/original/79603.jpg,1,27,清朝
4208,以竹编为背景的眼镜袋,eyeglasses case bag with bamboo on fretwork background,丝网上的丝绸和金属线刺绣,,https://images.metmuseum.org/CRDImages/as/original/79485.jpg,1,27,清朝
4209,镜子柜里有男孩在玩耍,mirror case with boys at play,简易纱上的丝绸刺绣；丝绸缎面上的丝绸和金属线刺绣（双面）,,https://images.metmuseum.org/CRDImages/as/original/DP255118.jpg,1,27,清朝
4210,翠鸟与竹子,kingfisher and bamboo,悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/LC-14_76_8_jps-002.jpg,1,27,清朝
4211,苍鹭与柳树,heron and willow,悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/LC-14_76_11_jps-004.jpg,1,27,清朝
4212,菩提心法（达摩）,bodhidharma (daruma),悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/LC-14_76_29_jps-005.jpg,1,27,清朝
4213,麻雀和竹子,sparrow and bamboo,悬挂卷轴；纸上墨迹,,https://images.metmuseum.org/CRDImages/as/original/LC-14_76_35_jps-004.jpg,1,27,清朝
4214,云中的罗汉,an arhat in the clouds,框画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/19_31.JPG,1,26,明朝
4215,vaisravana，北方的守护者,"vaisravana, guardian of the north",框画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/19_103_3.JPG,1,26,明朝
4216,纳纳马罗和他的追随者在中国看月亮,nanamaro and his followers looking at the moon in china,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP138263.jpg,1,27,清朝
4217,从《绥科登》看中国将军“虎”,"chinese general ""tiger"" from the story ""suikoden""",木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP138266.jpg,1,27,清朝
4218,“带有中国男孩形象的金色装饰皮革”和“图案皮革”，来自著名的皮革系列，如inrō和netsuke meibutsu kawa、inrø、netsuke）,"“gold-decorated leather with figure of a chinese boy” and “patterned leather,” from the series famous leathers, inrō, and netsuke meibutsu kawa, inrō, netsuke)
from the spring rain collection (harusame shū), vol. 2",木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP138341.jpg,1,27,清朝
4219,横滨一家外国企业的客厅,drawing room of a foreign business establishment in yokohama,木版画三联画的中间和右边几张；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP146889.jpg,1,27,清朝
4220,恋人,lovers,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP144624.jpg,1,27,清朝
4221,横滨商人商行实景,a true view of a trading house of a yokohama merchant,木版画三联画（nishiki-e）；纸张上的墨水和颜色；垂直大班,,https://images.metmuseum.org/CRDImages/as/original/DP147651.jpg,1,27,清朝
4222,一个骑马的美国人和一个撑着雨伞的中国人,an american on horseback and a chinese with a furled umbrella,木版画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP142158.jpg,1,27,清朝
4223,五国人民,people of the five nations,木版画三联画；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP147697.jpg,1,27,清朝
4224,演员ichikawa ichizōiii饰演诺扎拉西·戈苏，他被比作《九龙临空》中的九龙神（kyūmonryūshishin ni hisu），出自《现代水浒传》系列的《松树》三联画中,"the actor ichikawa ichizō iii as nozarashi gosuke, likened to shi jin the nine dragoned (kyūmonryū shishin ni hisu), from the “pine” triptych of the series a modern water margin (tōsei suikoden)",木版画三联画右幅（nishiki-e）；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143135.jpg,1,27,清朝
4225,演员中村福介饰演《现代水浒传》中的松三联画中的阿莎娜·藤贝，他将其比作纹身牧师陆智深,"the actor nakamura fukusuke i as asahina tōbei, likened to lu zhishen the tattooed priest (kaoshō rochishin ni hisu), from the “pine” triptych of the series a modern water margin (tōsei suikoden)",木版画三联画（nishiki-e）的中心页；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143136.jpg,1,27,清朝
4226,演员川崎刚毅饰演《吉萨不郎》中的苦行僧吴松（gyōja bushōni hisu），出自《现代水边》（tōsei suikoden）,"the actor kawarazaki gonjūrō i as ude no kisaburō, likened to wu song the ascetic (gyōja bushō ni hisu), from the “pine” triptych of the series a modern water margin (tōsei suikoden)",木版画三联画左页（nishiki-e）；纸本水墨设色,,https://images.metmuseum.org/CRDImages/as/original/DP143137.jpg,1,27,清朝
